position_diff,jaccard
1,0.0
1,0.3333333333333333
2,1.0
1,0.6
1,1.0
0,1.0
0,1.0
0,1.0
1,0.8
1,1.0
0,1.0
3,0.8461538461538461
1,0.8571428571428571
0,0.8666666666666667
2,1.0
4,0.8823529411764706
0,0.8888888888888888
2,0.8947368421052632
1,0.9
1,1.0
0,1.0
0,1.0
4,0.9166666666666666
0,0.92
2,0.9230769230769231
0,0.9259259259259259
2,1.0
22,0.9310344827586207
1,0.9333333333333333
1,0.9354838709677419
1,0.9375
15,0.8823529411764706
2,0.8333333333333334
493,0.7894736842105263
491,0.7948717948717948
500,0.7560975609756098
488,0.7209302325581395
195,0.6888888888888889
484,0.6595744680851063
33,0.6326530612244898
98,0.6078431372549019
51,0.5849056603773585
72,0.5636363636363636
102,0.543859649122807
82,0.5254237288135594
113,0.5081967213114754
36,0.5161290322580645
31,0.5
32,0.48484848484848486
86,0.4925373134328358
75,0.4782608695652174
61,0.4647887323943662
87,0.4520547945205479
80,0.44
48,0.42857142857142855
30,0.4177215189873418
27,0.4074074074074074
70,0.39759036144578314
72,0.38823529411764707
15,0.3793103448275862
31,0.3707865168539326
38,0.3626373626373626
45,0.3548387096774194
37,0.3473684210526316
32,0.3402061855670103
464,0.3333333333333333
58,0.32673267326732675
8,0.32038834951456313
11,0.3142857142857143
4,0.308411214953271
18,0.30275229357798167
471,0.2972972972972973
22,0.30357142857142855
4,0.30973451327433627
2,0.3157894736842105
12,0.3217391304347826
33,0.3275862068965517
21,0.3333333333333333
104,0.3389830508474576
74,0.3445378151260504
9,0.35
42,0.3442622950819672
87,0.34959349593495936
27,0.3548387096774194
37,0.3492063492063492
20,0.3543307086614173
2,0.359375
3,0.3643410852713178
7,0.36923076923076925
103,0.37404580152671757
32,0.3787878787878788
79,0.38345864661654133
55,0.3880597014925373
7,0.3925925925925926
3,0.39705882352941174
48,0.40145985401459855
50,0.4057971014492754
7,0.41007194244604317
5,0.4244604316546763
97,0.42857142857142855
16,0.4326241134751773
100,0.42657342657342656
82,0.4305555555555556
100,0.4246575342465753
9,0.42857142857142855
6,0.43243243243243246
5,0.436241610738255
4,0.44966442953020136
10,0.44370860927152317
23,0.4473684210526316
9,0.45098039215686275
18,0.45454545454545453
4,0.4675324675324675
86,0.47096774193548385
1,0.47435897435897434
425,0.47770700636942676
20,0.4810126582278481
14,0.475
26,0.4782608695652174
2,0.4906832298136646
98,0.48466257668711654
35,0.4878048780487805
2,0.5
34,0.503030303030303
10,0.5060240963855421
26,0.5089820359281437
476,0.5119047619047619
23,0.514792899408284
105,0.5087719298245614
43,0.5116279069767442
55,0.5144508670520231
189,0.5172413793103449
131,0.52
4,0.5227272727272727
116,0.5254237288135594
13,0.5280898876404494
100,0.5307262569832403
39,0.5333333333333333
90,0.5359116022099447
99,0.5384615384615384
122,0.532608695652174
86,0.5268817204301075
107,0.5212765957446809
136,0.5238095238095238
79,0.5263157894736842
97,0.5287958115183246
18,0.5392670157068062
146,0.5416666666666666
49,0.5440414507772021
5,0.5384615384615384
195,0.5408163265306123
12,0.5431472081218274
10,0.5454545454545454
401,0.5477386934673367
91,0.55
84,0.5445544554455446
122,0.5467980295566502
17,0.5566502463054187
29,0.5588235294117647
39,0.5533980582524272
400,0.5480769230769231
2,0.5502392344497608
29,0.5450236966824644
46,0.5471698113207547
381,0.5420560747663551
120,0.5370370370370371
5,0.5391705069124424
7,0.5342465753424658
21,0.5294117647058824
28,0.5384615384615384
81,0.5405405405405406
73,0.5357142857142857
54,0.5377777777777778
62,0.5330396475770925
57,0.5350877192982456
182,0.5304347826086957
380,0.5324675324675324
389,0.5278969957081545
3,0.5234042553191489
43,0.5189873417721519
233,0.5146443514644351
121,0.5166666666666667
16,0.525
375,0.5206611570247934
143,0.522633744855967
30,0.5308641975308642
7,0.5327868852459017
19,0.5409836065573771
318,0.5365853658536586
14,0.5447154471544715
30,0.5465587044534413
39,0.5546558704453441
49,0.5564516129032258
15,0.552
29,0.5537848605577689
12,0.5555555555555556
34,0.5573122529644269
382,0.5590551181102362
359,0.5607843137254902
12,0.5625
6,0.5581395348837209
128,0.5598455598455598
24,0.5615384615384615
118,0.5632183908045977
27,0.5648854961832062
25,0.5665399239543726
44,0.5741444866920152
62,0.569811320754717
3,0.5773584905660377
404,0.5789473684210527
37,0.5805243445692884
21,0.5880149812734082
110,0.5836431226765799
1,0.5851851851851851
14,0.5867158671586716
22,0.5882352941176471
21,0.5897435897435898
356,0.5854545454545454
142,0.5869565217391305
353,0.5827338129496403
74,0.5785714285714286
350,0.574468085106383
30,0.5759717314487632
14,0.5774647887323944
36,0.5734265734265734
59,0.5694444444444444
22,0.5709342560553633
20,0.5778546712802768
15,0.5847750865051903
72,0.5807560137457045
13,0.5876288659793815
60,0.589041095890411
30,0.5958904109589042
50,0.5972696245733788
72,0.5932203389830508
1,0.6
40,0.6013513513513513
178,0.6026936026936027
9,0.6040268456375839
173,0.6053511705685619
139,0.6013289036544851
56,0.6026490066225165
106,0.6039603960396039
21,0.6
45,0.6013071895424836
25,0.6078431372549019
20,0.6038961038961039
26,0.6103896103896104
34,0.6168831168831169
16,0.6181229773462783
31,0.6193548387096774
63,0.6258064516129033
307,0.6270096463022508
59,0.6282051282051282
1,0.6242038216560509
17,0.6253968253968254
31,0.6265822784810127
193,0.6226415094339622
43,0.6238244514106583
40,0.625
27,0.6261682242990654
191,0.6222910216718266
34,0.6234567901234568
184,0.6246153846153846
10,0.6307692307692307
49,0.6369230769230769
180,0.6380368098159509
0,0.6391437308868502
15,0.6402439024390244
6,0.6413373860182371
9,0.6424242424242425
197,0.6385542168674698
44,0.6396396396396397
312,0.6358208955223881
1,0.6369047619047619
23,0.6379821958456974
52,0.6439169139465876
30,0.640117994100295
27,0.6411764705882353
39,0.6470588235294118
51,0.6480938416422287
45,0.6491228070175439
301,0.6453488372093024
32,0.6463768115942029
101,0.6473988439306358
19,0.6484149855907781
46,0.6446991404011462
44,0.6504297994269341
11,0.6467236467236467
64,0.6477272727272727
34,0.6487252124645893
154,0.6497175141242938
33,0.6507042253521127
25,0.6563380281690141
16,0.6573033707865169
39,0.6536312849162011
22,0.6545961002785515
126,0.6555555555555556
27,0.6611111111111111
171,0.6620498614958449
72,0.6584022038567493
37,0.6593406593406593
56,0.6648351648351648
26,0.6657534246575343
103,0.6666666666666666
30,0.667574931880109
46,0.6684782608695652
62,0.6693766937669376
34,0.6657681940700808
59,0.6621983914209115
29,0.6631016042780749
0,0.664
25,0.6604774535809018
1,0.6613756613756614
77,0.6578947368421053
32,0.6587926509186351
200,0.6596858638743456
59,0.660574412532637
56,0.6614583333333334
63,0.6580310880829016
8,0.6589147286821705
9,0.6597938144329897
14,0.6649484536082474
57,0.6615384615384615
17,0.6581632653061225
0,0.6590330788804071
56,0.6641221374045801
32,0.6649746192893401
82,0.6658227848101266
2,0.6666666666666666
42,0.6717171717171717
36,0.6767676767676768
24,0.6775818639798489
21,0.6741854636591479
44,0.6791979949874687
11,0.68
15,0.6766169154228856
27,0.6774193548387096
35,0.6782178217821783
15,0.6831683168316832
88,0.6798029556650246
28,0.6847290640394089
66,0.6855036855036855
12,0.6821515892420538
259,0.6788321167883211
