position_diff,jaccard
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
0,1.0
3,0.75
0,0.7777777777777778
2,0.8
1,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.875
7,0.8823529411764706
2,0.8888888888888888
1,0.8947368421052632
1,0.9
2,0.8181818181818182
1,0.8260869565217391
1,0.9130434782608695
4,1.0
4,0.92
11,0.8518518518518519
2,0.8571428571428571
2,0.8620689655172413
1,0.8666666666666667
3,0.8709677419354839
3,0.8181818181818182
5,0.8235294117647058
5,0.8823529411764706
12,0.8857142857142857
17,0.8378378378378378
5,0.8421052631578947
5,0.8947368421052632
1,0.85
1,0.8536585365853658
4,0.9024390243902439
1,0.8604651162790697
4,0.9069767441860465
5,0.8666666666666667
1,0.8297872340425532
1,0.8723404255319149
11,0.875
14,0.84
14,0.8431372549019608
1,0.8113207547169812
3,0.8490566037735849
10,0.8518518518518519
3,0.8545454545454545
18,0.8571428571428571
0,0.8596491228070176
12,0.8947368421052632
3,0.896551724137931
2,0.8983050847457628
7,0.8688524590163934
10,0.9016393442622951
9,0.9032258064516129
2,0.9047619047619048
2,0.90625
8,0.9076923076923077
4,0.9384615384615385
1,0.9393939393939394
15,0.9402985074626866
9,0.9411764705882353
7,0.9142857142857143
3,0.8888888888888888
2,0.8904109589041096
4,0.9178082191780822
7,0.918918918918919
7,0.8947368421052632
18,0.8961038961038961
1,0.8974358974358975
2,0.9230769230769231
8,0.9240506329113924
6,0.9012345679012346
9,0.9259259259259259
2,0.926829268292683
25,0.927710843373494
7,0.9285714285714286
6,0.9294117647058824
10,0.9302325581395349
2,0.9310344827586207
26,0.9101123595505618
9,0.8901098901098901
10,0.8913043478260869
1,0.9130434782608695
17,0.9139784946236559
0,0.9148936170212766
2,0.9157894736842105
1,0.9166666666666666
8,0.9375
2,0.9183673469387755
11,0.9387755102040817
11,0.9393939393939394
2,0.9207920792079208
6,0.9029126213592233
22,0.9038461538461539
6,0.9047619047619048
9,0.9056603773584906
7,0.8888888888888888
3,0.8899082568807339
14,0.8909090909090909
3,0.9090909090909091
11,0.8928571428571429
31,0.8938053097345132
2,0.8947368421052632
25,0.8956521739130435
2,0.896551724137931
10,0.9137931034482759
1,0.8983050847457628
27,0.9152542372881356
1,0.9
18,0.9008264462809917
13,0.9016393442622951
10,0.9024390243902439
7,0.9032258064516129
3,0.904
6,0.889763779527559
21,0.890625
10,0.8914728682170543
1,0.8923076923076924
21,0.8787878787878788
3,0.8796992481203008
12,0.8947368421052632
8,0.9097744360902256
31,0.924812030075188
11,0.9111111111111111
17,0.8978102189781022
33,0.8985507246376812
0,0.8992805755395683
2,0.9
4,0.9142857142857143
15,0.9285714285714286
10,0.9154929577464789
6,0.9027777777777778
1,0.9166666666666666
10,0.9172413793103448
16,0.9310344827586207
5,0.9315068493150684
7,0.9319727891156463
19,0.9324324324324325
7,0.92
19,0.9205298013245033
9,0.9210526315789473
12,0.9215686274509803
25,0.922077922077922
1,0.935064935064935
