smiles_1,smiles_2,props_1,props_2,sim,ts_sali
O=C(CCNCc1ccccc1)NCc1ccccc1,Fc1ccccc1-c1cccc2c1CCC(N1CCCC1)C2,5.425968732272281,8.886056647693163,0.0847457627118644,0.14196686492193855
Cc1cc(OCc2nc(N)nc(N3CCN(C)CC3)n2)ccc1Cl,COc1cc2c(cc1OC)C(=O)N(CCCCN1CCN(c3ccccn3)CC1)CCC2,5.445631999009913,8.920818753952375,0.1951219512195122,0.16261968351429737
CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,COc1ccc(Br)c(CC2CCN(CCc3ccc(OC)c(Cl)c3)CC2)c1,5.42712839779952,8.98296666070122,0.19230769230769232,0.1696760476318337
Cc1cc(OCCCCN2CCOCC2)c2c(C)cc(=O)oc2c1,COc1cccc(N2CCN(CCCCOc3cc(C)cc4oc(=O)cc(C)c34)CC2)c1,5.455931955649724,9.0,0.6557377049180327,0.32277961884395745
CCc1cc(Cl)c(OC)c(N2CCNCC2)c1,Fc1ccccc1-c1cccc2c1CCC(N1CCCC1)C2,5.448550002027125,8.886056647693163,0.09090909090909091,0.14106750584277078
O=C(CN1CCCC(c2ccnc(NC3CC3)n2)C1)c1c[nH]c2ccccc12,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)C1CC1,5.465973893943865,8.963787827345556,0.26744186046511625,0.1803435837369534
CC(Oc1cccc(Cl)c1)c1nc(N)nc(N2CCN(C)CC2)n1,COc1cc2c(cc1OC)C(=O)N(CCCCN1CCN(c3ccccn3)CC1)CCC2,5.463694127648966,8.920818753952375,0.1951219512195122,0.1609336592995054
FCCCOc1ccccc1CN1CCN(Cc2cc3ccccc3o2)CC1,Cn1c(=O)cnn(CCCCN2CCN(c3ccccc3OCCCF)CC2)c1=O,5.4706980022120195,8.903089986991944,0.323943661971831,0.18705901131558042
CCOc1ccc(CN2CCN(Cc3cc4ccccc4o3)CC2)cc1,COc1ccc(Br)c(CC2CCN(CCc3ccc4ccccc4c3)CC2)c1,5.47638358094563,8.949390006644911,0.3384615384615385,0.19529715668608574
CCCCCCCCC/C(O)=C/C(=O)/C=C/c1ccc(O)c(OC)c1,COc1ccc(/C=C2\NC(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C2=O)cc1OC1CCCC1,5.444905551421681,9.0,0.2159090909090909,0.17456932812758372
O=S(=O)(NC1CCN(CCOc2ccccc2)CC1)c1ccc(Cl)cc1,COc1cccc(N2CCN(CCCCOc3cc(C)cc4oc(=O)cc(C)c34)CC2)c1,5.495121540589784,9.0,0.20481927710843373,0.1673755338177888
FCCCOc1ccc(CN2CCN(Cc3cc4ccccc4o3)CC2)cc1,Cc1cc(=O)oc2cc(OCCCN3CCN(c4ccccc4)CC3)ccc12,5.481486060122113,8.89762709129044,0.3142857142857143,0.18291411308847147
CC(Sc1ccccc1Cl)c1nc(N)nc(N2CCN(C)CC2)n1,COc1cc2c(cc1OC)C(=O)N(CCCCN1CCN(c3ccccn3)CC1)CCC2,5.470569645633014,8.920818753952375,0.17073170731707318,0.1556730909681611
CC(=O)Nc1ccc2nc(N3CCN(CCCCN4C(=O)CC5(CCCC5)CC4=O)CC3)ccc2c1,Cn1c(=O)cnn(CCCCN2CCN(c3ccccn3)CC2)c1=O,5.494850021680094,8.958607314841775,0.32,0.1894893979321169
FC(F)(F)c1cc(Oc2nccc3ccsc23)ccc1-c1cccc2nccn12,Fc1ccccc1-c1cccc2c1CCC(N1CCCC1)C2,5.431798275933005,8.886056647693163,0.0963855421686747,0.1433064889845047
Cc1ccc2c(NCCNc3ccnc4cc(C)ccc34)ccnc2c1,Cc1ccccc1OCCNCC1COCC(c2ccccc2)(c2ccccc2)O1,5.460022984898081,8.950007143079857,0.19672131147540983,0.16432613408873106
OC1(c2ccc(Cl)cc2)CCN(CCCCc2nc3ccccc3o2)CC1,CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccc(Cl)cc2)CC1,5.501276029252096,8.920818753952375,0.3,0.1798385500978895
CN1C(=N)N/C(=C/c2c[nH]c3cccc(Br)c23)C1=O,COc1ccc(/C=C2\NC(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C2=O)cc1OC1CCCC1,5.462810773756355,9.0,0.22093023255813954,0.1738926386632748
CS(=O)(=O)Oc1ccc2c(c1)CN(CC[C@H]1CC[C@H](NC(=O)/C=C/c3ccc(F)cc3)CC1)C2,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)C(F)(F)F,5.499999678657065,8.958607314841775,0.2988505747126437,0.18369224050579877
N#Cc1ccc(N2CCCN(CCC(O)c3csc4ccccc34)CC2)cc1,O=c1sc2ccccc2n1CCCCCCN1CCN(c2ccccc2)CC1,5.499999678657065,8.959041392321094,0.29577464788732394,0.18299544712614835
COc1cccc(N2CCN(CC(O)CN3C(=O)NC(C)(c4ccc(F)cc4)C3=O)CC2)c1,COc1cccc(N2CCN(CCCCOc3cc(C)cc4oc(=O)cc(C)c34)CC2)c1,5.527389802403955,9.0,0.3373493975903614,0.1949588013464852
CCn1cncc1-c1c[nH]c2ccc(OC(F)(F)F)cc12,Fc1ccc2[nH]cc(CCN3CCN(c4nsc5ccccc45)CC3)c2c1,5.4800408192479315,8.795880017344075,0.20253164556962025,0.14938912871906704
NC(=O)[C@@H]1CCCN1C(=O)CCCCN1CCN(c2noc3ccccc23)CC1,O=C(N[C@H]1CC[C@H](CCN2CCN(c3nsc4ccccc34)CC2)CC1)C1CC1,5.536405597812999,8.963787827345556,0.30864197530864196,0.1827426744163973
COc1ccccc1N1CCN(CCNC(=O)c2ccc(F)cc2)CC1,O=C1Nc2ccccc2C12CCN(CCN1CCC(c3ccc(F)cc3)CC1)C2,9.0,4.283913146225168,0.2465753424657534,0.31922159295571056
Clc1cccc(Cl)c1N=C1NCCN1,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1cccc(F)c1,5.489999539566098,9.0,0.14705882352941177,0.1566999919142265
COc1cccc2c(NCCNc3ccnc4c(OC)cccc34)ccnc12,COc1ccccc1OCCNCC1CSC2(CCCCC2)S1,5.510020438830451,8.970021265828366,0.2459016393442623,0.1716763404413978
COc1ccccc1N1CCN(CCCCOc2ccc3c(C)cc(=O)oc3c2C(C)=O)CC1,O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,9.0,4.278931698202841,0.2,0.3019061960884939
CN1C(=N)NC(=O)/C1=C\c1c[nH]c2ccc(Br)cc12,O=S(=O)(NCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1)c1ccc(F)cc1,5.492819022739759,9.0,0.21794871794871795,0.1703244295775069
N#Cc1ccc(CNC(=O)CCCCCN2CCN(c3ccc(F)cc3-c3ccc(C#N)cc3)CC2)cc1,CC(=O)c1c(OCCCN2CCN(c3ccccc3C#N)CC2)ccc2c(C)cc(=O)oc12,5.542118103266008,9.0,0.28888888888888886,0.18122756742255494
O=C1Nc2ccccc2C12CCN(CCCN1CCN(c3ccc(Cl)cc3)CC1)C2,CC(=O)c1c(C)cc2oc(=O)cc(C)c2c1OCCCN1CCN(c2ccc(Cl)cc2)CC1,5.538951908329342,8.920818753952375,0.35526315789473684,0.18946702270488305
COc1ccccc1N1CCN(CCCCNS(=O)(=O)c2ccc(C)cc2)CC1,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,9.0,4.229147988357856,0.2692307692307692,0.3362797119585204
CC(=O)c1c(OCCCCN2CCN(c3ccccc3F)CC2)ccc2c(C)cc(=O)oc12,O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,9.0,4.278931698202841,0.2,0.3019061960884939
COc1ccc(/C=C2\NC(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C2=O)cc1OC1CCCC1,CNCC(O)c1ccc(O)cc1,9.0,4.200659450546418,0.075,0.25
Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccccc5)c4)CC3)cccc2n1,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,9.0,4.229147988357856,0.25882352941176473,0.3318133157832152
Cc1ccc2c(N3CCN(CCc4cccc(NC(=O)c5ccccc5F)c4)CC3)cccc2n1,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,9.0,4.229147988357856,0.23076923076923078,0.3202422970642813
CC(=O)Nc1cccc(CCN2CCN(c3cccc4nc(C)ccc34)CC2)c1,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,9.0,4.229147988357856,0.24096385542168675,0.32436923907311577
CC(=O)c1c(OCCCN2CCN(c3ccccc3C#N)CC2)ccc2c(C)cc(=O)oc12,O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,9.0,4.278931698202841,0.19540229885057472,0.30022375105142335
Cc1ccc2c(OCCN3CCC(Cc4cccc(N5CCN(C)CC5)c4)CC3)cccc2n1,O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,9.0,4.278931698202841,0.26582278481012656,0.3278556243131161
COc1cccc(N2CCN(CCCCOc3cc(C)cc4oc(=O)cc(C)c34)CC2)c1,Cc1ccc(OCc2nc(N)nc(N3CCN(C)CC3)n2)cc1,9.0,4.54500278269054,0.21794871794871795,0.2748245107994514
CCOc1ccccc1N1CCN(CCCCCn2cnc3ccccc3c2=O)CC1,O=S(=O)(NC1CCN(CCOc2ccc(Br)cc2)CC1)c1ccccc1,8.98296666070122,4.278931698202841,0.20512820512820512,0.3016138351967043
Cc1ccc2c(N3CCN(CCc4c(C)ccc5[nH]c(=O)ccc45)CC3)cccc2n1,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,9.0,4.229147988357856,0.2235294117647059,0.31736436790991107
CC(C)C(=O)NC1CCc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc21,O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ccc3cc([N+](=O)[O-])ccc3n2)CC1,9.0,4.229147988357856,0.2,0.3083069745995372
