smiles_1,smiles_2,props_1,props_2,sim,ts_sali
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)(C)c2c1[nH]c1ccccc21,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O,8.096910013008056,4.0385789059335515,0.12264150943396226,0.20489712413606023
CC(=O)O[C@H]([C@@H]1C[C@@H](C)C2=C3CC[C@@H]4[C@](C)(CC[C@H]5C(C)(C)C(=O)CC[C@]45C)[C@@]3(C)C[C@@H]2O1)C(C)(C)O,Cc1ccc2nc(-c3cc(Cl)ccn3)c(NCc3ccccc3)n2c1,4.328271911760442,8.823908740944319,0.04807692307692308,0.22064733915755946
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,Cc1ccc2nc(-c3cc(Cl)ccn3)c(NCc3ccccc3)n2c1,4.346787486224656,8.823908740944319,0.043010752688172046,0.21883358089612054
CC(C)OC(=O)C1=CN(C(=O)c2cccc(C(F)(F)F)c2)CC(C)(C)c2cc(C#N)[nH]c21,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C[C@H]1C[C@H]3O,8.070581074285707,4.0385789059335515,0.11304347826086956,0.20007116957804735
CC(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)c(Cl)c2)cc1,CC(C)(C)c1ccc(C(=O)NCc2ccc(C(=O)O)cc2Cl)cc1,8.05551732784983,5.1249387366083,0.6222222222222222,0.21098911818579816
O=C(O)c1ccc2nc(N3CCC(OCc4c(-c5c(Cl)cccc5Cl)noc4C4CC4)CC3)sc2c1,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1cccc(C(=O)O)c1,8.050609993355087,4.704652851666382,0.42857142857142855,0.2066763936744597
CC1(C)O[C@@H]1[C@@H](O)C[C@](C)(O)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1=O,Cc1ccc2nc(-c3cc(Cl)ccn3)c(NCc3ccccc3)n2c1,4.389978975335855,8.823908740944319,0.0594059405940594,0.2146317036431095
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2CC2CCCCC2)cc1,CC(C)c1onc(-c2ccccc2)c1COc1ccc(CCCC(=O)O)cc1,7.99097425791309,4.508638306165727,0.375,0.2076362473312191
CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(/C=C/c2cccc(C(=O)N(Cc3ccccc3)Cc3ccccc3)c2)c(Cl)c1,CC(C)c1onc(-c2c(Cl)cccc2Cl)c1COc1ccc(-c2nc3ccc(C(=O)O)cc3n2C)c(Cl)c1,4.454692883534176,8.436518914605589,0.5172413793103449,0.332886899492715
CCn1c(-c2ccc(OCc3c(-c4c(Cl)cccc4Cl)noc3C(C)C)cc2)nc2ccc(C(=O)O)cc21,CC(C)c1onc(-c2ccccc2)c1COc1ccc(CCCC(=O)O)cc1,7.9663752287807394,4.508638306165727,0.4125,0.2157408879128325
