smiles_1,smiles_2,props_1,props_2,sim,ts_sali
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(NC(=O)CCCN)c2)C(=O)N2CCC(CCN)CC2)c1,N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2cccc(C3CCC(N)=NC3)c2)C(=O)N2CCC(CCN)CC2)c1,4.638272163982407,8.0,0.6428571428571429,0.26239079690544903
CS(=O)(=O)N1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc[n+]2C)cc1,4.6579999748624346,8.920818753952375,0.35365853658536583,0.27674774741370733
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCC(N3CCCCC3)CC2)c1,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc(CN(C)C)c2)cc1,4.6579999748624346,9.0,0.3068181818181818,0.26956696782091105
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCCC2)c1,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc[n+]2C)cc1,4.6579999748624346,8.920818753952375,0.35,0.2753682463317197
CCCS(=O)(=O)N[C@@H](C(=O)N[C@@H](CCSC)C(=O)NCc1ccc(C(=N)N)cc1)[C@@H](C)O,C[C@H](NCc1ccc(C(=N)N)cc1)C(=O)[C@@H](CCCNC(=N)N)NS(=O)(=O)Cc1ccccc1,4.6020599913279625,8.853871964321762,0.375,0.28352651871319967
CCN(CC)c1ccc(-c2nc3cc(C(=N)N)ccc3[nH]2)c(O)c1,N=C(N)c1ccc2[nH]c(Cc3nc4cc(F)ccc4[nH]3)nc2c1,4.6020599913279625,9.0,0.46296296296296297,0.34361359674887015
CC/C=C(/C1=NOC(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)C1)c1ccccc1,C[C@H]1ON=C(c2cccc(C(=N)N)c2)[C@@H]1C(=O)Nc1ccc(-c2ccccc2S(N)(=O)=O)cc1,4.619788758288394,8.744727494896694,0.5194805194805194,0.3283114196096384
CCOC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C/C(=N\OC/C=C/c4ccc5[nH]c6ccccc6c5c4)[C@@](C)(CC[C@@H]21)C3,CCOC(=O)[C@]1(C)CCC[C@]2(C)[C@@H]1CC[C@@]13C/C(=N\OCc4ccsc4)[C@@](C)(CC[C@@H]21)C3,4.5778535440378745,7.823908740944319,0.5747126436781609,0.22072979046134444
CN(C(=O)C1CCN(c2ccncc2)CC1)c1cccc(OCc2cccc(F)c2)c1,COc1ccc(-n2nc(S(C)(=O)=O)c3c2C(=O)N(c2ccc(C(C)(C)CO)cc2)CC3)cc1,4.627087997029894,8.995678626217357,0.14583333333333334,0.22332821989069856
N=C(N)c1cccc(C[C@H](NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCNCC2)c1,COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc[n+]2C)cc1,4.677999975920387,8.920818753952375,0.34146341463414637,0.2696400236502379
