position_diff,jaccard
0,1.0
1,0.3333333333333333
1,1.0
0,1.0
0,1.0
0,1.0
1,0.75
1,1.0
0,1.0
0,1.0
1,0.8333333333333334
1,1.0
2,0.8571428571428571
1,0.8666666666666667
1,1.0
1,0.8823529411764706
1,1.0
0,1.0
2,0.9
0,0.9047619047619048
2,1.0
0,1.0
1,0.9166666666666666
2,0.92
2,0.9230769230769231
1,1.0
19,0.9285714285714286
2,0.8666666666666667
1,0.8709677419354839
1,0.875
4,0.9375
3,0.9393939393939394
14,0.8857142857142857
2,0.8888888888888888
2,0.8918918918918919
2,0.8947368421052632
2,0.8974358974358975
2,0.9
1,0.9024390243902439
3,0.9047619047619048
2,0.9069767441860465
0,0.9090909090909091
1,0.8695652173913043
1,0.8723404255319149
5,0.9148936170212766
5,0.9574468085106383
4,1.0
0,1.0
0,1.0
0,1.0
0,1.0
1,0.9622641509433962
11,0.9629629629629629
0,0.9636363636363636
2,0.9298245614035088
1,0.9310344827586207
5,0.9655172413793104
2,0.9661016949152542
1,0.9666666666666667
1,0.9672131147540983
0,0.967741935483871
1,0.9375
3,0.96875
1,0.9692307692307692
3,1.0
0,1.0
0,1.0
9,0.9710144927536232
1,0.9714285714285714
3,0.9444444444444444
2,0.9452054794520548
2,0.9459459459459459
1,0.972972972972973
3,0.9733333333333334
1,0.9736842105263158
1,0.974025974025974
1,1.0
1,0.9746835443037974
1,1.0
0,1.0
2,0.975609756097561
1,0.9759036144578314
3,0.9761904761904762
2,0.9764705882352941
1,0.9767441860465116
1,1.0
0,1.0
2,0.9775280898876404
0,0.9777777777777777
2,1.0
1,0.9782608695652174
5,0.978494623655914
3,0.9578947368421052
1,0.9583333333333334
4,0.9587628865979382
1,0.979381443298969
3,1.0
3,0.9797979797979798
1,0.9603960396039604
2,0.9801980198019802
2,1.0
0,1.0
2,0.9807692307692307
0,0.9809523809523809
2,1.0
1,0.9813084112149533
3,0.9814814814814815
2,0.981651376146789
0,0.9818181818181818
10,0.9819819819819819
8,0.9646017699115044
4,0.9649122807017544
1,0.9652173913043478
13,0.9487179487179487
0,0.9491525423728814
5,0.9333333333333333
5,0.9180327868852459
5,0.9186991869918699
3,0.9349593495934959
6,0.9512195121951219
4,0.967479674796748
11,0.983739837398374
5,0.9838709677419355
0,0.984
1,0.968503937007874
3,0.984251968503937
2,1.0
17,0.9844961240310077
1,0.9846153846153847
0,0.9847328244274809
2,0.9848484848484849
2,0.9701492537313433
0,0.9703703703703703
3,0.9851851851851852
1,0.9708029197080292
4,0.9854014598540146
2,0.9855072463768116
1,0.9856115107913669
0,0.9857142857142858
2,0.9858156028368794
1,0.9859154929577465
1,0.986013986013986
0,0.9861111111111112
2,0.9862068965517241
1,1.0
0,1.0
3,0.9864864864864865
0,0.9865771812080537
0,0.9866666666666667
3,1.0
1,0.9868421052631579
1,0.9869281045751634
2,1.0
1,0.9870967741935484
1,1.0
0,1.0
26,0.9873417721518988
1,0.9874213836477987
1,0.9875
6,0.9753086419753086
2,0.9754601226993865
3,0.9636363636363636
41,0.9520958083832335
0,0.9523809523809523
4,0.9642857142857143
3,0.9644970414201184
5,0.9647058823529412
4,0.9534883720930233
2,0.953757225433526
10,0.9540229885057471
4,0.9542857142857143
5,0.9657142857142857
10,0.9659090909090909
36,0.9550561797752809
2,0.9662921348314607
3,0.9555555555555556
0,0.9558011049723757
0,0.9560439560439561
5,0.967032967032967
4,0.9672131147540983
1,0.967391304347826
14,0.9675675675675676
13,0.9783783783783784
2,0.978494623655914
4,0.9786096256684492
1,0.9787234042553191
3,0.9788359788359788
3,0.9685863874345549
16,0.9585492227979274
4,0.9587628865979382
4,0.9690721649484536
1,0.9591836734693877
